INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
232010702,3115,,INVESTIGATE PERSON,B3,432,0,2023-02-08 01:14:00+00,2023,2,Wednesday,1,,MASCOT ST,42.28539021967644,-71.08457729516833,"(42.28539021967644, -71.08457729516833)"
232010260,2647,,THREATS TO DO BODILY HARM,B3, ,0,2023-02-08 01:30:00+00,2023,2,Wednesday,1,,ABBOT ST,42.29686162363138,-71.08584182950716,"(42.29686162363138, -71.08584182950716)"
232010405,2647,,THREATS TO DO BODILY HARM,C6,178,0,2023-02-08 01:55:00+00,2023,2,Wednesday,1,,MASSACHUSETTS AVE,42.3298008133479,-71.06939694714355,"(42.3298008133479, -71.06939694714355)"
232010514,3115,,INVESTIGATE PERSON,B3, ,0,2023-02-08 02:00:00+00,2023,2,Wednesday,2,,TENNIS RD,42.27615691256162,-71.0955030303829,"(42.27615691256162, -71.0955030303829)"
232010263,3115,,INVESTIGATE PERSON,C6, ,0,2023-02-08 02:02:00+00,2023,2,Wednesday,2,,DISTRICT AVE,,,
232010259,3114,,INVESTIGATE PROPERTY,B3, ,1,2023-02-08 02:04:00+00,2023,2,Wednesday,2,,BLUE HILL AVE,42.28863337036608,-71.08990387801343,"(42.28863337036608, -71.08990387801343)"
232010261,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2023-02-08 02:11:00+00,2023,2,Wednesday,2,,"CUMMINS HWY & BLUE HILL AVE
MATTAPAN  MA 02126
UNI",42.267251023040394,-71.09391396492958,"(42.267251023040394, -71.09391396492958)"
232010277,540,,BURGLARY - COMMERICAL,E18, ,0,2023-02-08 05:50:00+00,2023,2,Wednesday,5,,PRESCOTT ST,42.23480079104277,-71.13396521652726,"(42.23480079104277, -71.13396521652726)"
232010273,3410,,TOWED MOTOR VEHICLE,A7, ,0,2023-02-08 05:52:00+00,2023,2,Wednesday,5,,SARATOGA ST,42.376288881912934,-71.0372004783686,"(42.376288881912934, -71.0372004783686)"
232010279,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2, ,0,2023-02-08 06:36:00+00,2023,2,Wednesday,6,,FERNBORO ST,42.311295866441114,-71.07728269458529,"(42.311295866441114, -71.07728269458529)"
232010278,423,,ASSAULT - AGGRAVATED,A1,100,0,2023-02-08 06:52:00+00,2023,2,Wednesday,6,,BROAD ST,42.3575560087439,-71.05299155869439,"(42.3575560087439, -71.05299155869439)"
232010264,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,172,0,2023-02-08 02:13:00+00,2023,2,Wednesday,2,,MASSACHUSETTS AVE,42.33311189030741,-71.07276369932725,"(42.33311189030741, -71.07276369932725)"
232010262,3115,,INVESTIGATE PERSON,D4, ,0,2023-02-08 02:16:00+00,2023,2,Wednesday,2,,NEWBURY ST,42.3511800513938,-71.07666606712363,"(42.3511800513938, -71.07666606712363)"
232010265,617,,LARCENY THEFT FROM BUILDING,D4, ,0,2023-02-08 03:12:00+00,2023,2,Wednesday,3,,BERKELEY ST,42.34605509940009,-71.07050668550119,"(42.34605509940009, -71.07050668550119)"
232010269,423,,ASSAULT - AGGRAVATED,D4,171,0,2023-02-08 03:31:00+00,2023,2,Wednesday,3,,ALBANY ST,42.334288406594155,-71.07239517543796,"(42.334288406594155, -71.07239517543796)"
232010268,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2023-02-08 04:07:00+00,2023,2,Wednesday,4,,CALLENDER ST,42.288558174251826,-71.08839469987562,"(42.288558174251826, -71.08839469987562)"
232010271,1831,,SICK ASSIST,B2,331,0,2023-02-08 04:30:00+00,2023,2,Wednesday,4,,COLUMBIA RD,42.31236297500346,-71.06890380503806,"(42.31236297500346, -71.06890380503806)"
232010287,3114,,INVESTIGATE PROPERTY,B3, ,0,2023-02-08 04:30:00+00,2023,2,Wednesday,4,,FABYAN ST,42.28976255154329,-71.090898432037,"(42.28976255154329, -71.090898432037)"
232010270,801,,ASSAULT - SIMPLE,C6, ,0,2023-02-08 04:55:00+00,2023,2,Wednesday,4,,SOUTHAMPTON ST,42.332108429494895,-71.07014394813551,"(42.332108429494895, -71.07014394813551)"
232010274,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,482,0,2023-02-08 05:38:00+00,2023,2,Wednesday,5,,RIVER ST,42.26663472414414,-71.09677696675249,"(42.26663472414414, -71.09677696675249)"
232016761,2647,,THREATS TO DO BODILY HARM,C11,355,0,2023-02-08 07:00:00+00,2023,2,Wednesday,7,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232010466,3115,,INVESTIGATE PERSON,B3,441,0,2023-02-08 07:02:00+00,2023,2,Wednesday,7,,KINGSDALE ST,42.29478706498454,-71.08206874631163,"(42.29478706498454, -71.08206874631163)"
232010283,3805,,M/V ACCIDENT - POLICE VEHICLE,E5,690,0,2023-02-08 07:15:00+00,2023,2,Wednesday,7,,PIERPONT RD,42.2910093646083,-71.14889836444807,"(42.2910093646083, -71.14889836444807)"
232010665,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,359,0,2023-02-08 07:15:00+00,2023,2,Wednesday,7,,TREMLETT ST,42.294722745365924,-71.07058533739337,"(42.294722745365924, -71.07058533739337)"
232010823,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,2023-02-08 07:30:00+00,2023,2,Wednesday,7,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
232010284,1831,,SICK ASSIST,A15, ,0,2023-02-08 07:41:00+00,2023,2,Wednesday,7,,WASHINGTON ST,42.37274552553303,-71.06341208996925,"(42.37274552553303, -71.06341208996925)"
232010288,3410,,TOWED MOTOR VEHICLE,A15,57,0,2023-02-08 07:57:00+00,2023,2,Wednesday,7,,CONCORD ST,42.37790963929032,-71.060824390794,"(42.37790963929032, -71.060824390794)"
232010956,2647,,THREATS TO DO BODILY HARM,B3,427,0,2023-02-08 08:00:00+00,2023,2,Wednesday,8,,FESSENDEN ST,42.278559838055365,-71.09199697424748,"(42.278559838055365, -71.09199697424748)"
232018432,1102,,FRAUD - FALSE PRETENSE / SCHEME,C11, ,0,2023-02-08 08:00:00+00,2023,2,Wednesday,8,,GIBSON ST,,,
232010505,724,,AUTO THEFT,D4,167,0,2023-02-08 08:00:00+00,2023,2,Wednesday,8,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
232010285,3115,,INVESTIGATE PERSON,C11, ,0,2023-02-08 08:04:00+00,2023,2,Wednesday,8,,ADAMS ST,42.29681872821477,-71.05656120668543,"(42.29681872821477, -71.05656120668543)"
232010289,613,,LARCENY SHOPLIFTING,B2, ,0,2023-02-08 08:22:00+00,2023,2,Wednesday,8,,BLUE HILL AVE,42.308969992788,-71.08284838641052,"(42.308969992788, -71.08284838641052)"
232010988,801,,ASSAULT - SIMPLE,C6,200,0,2023-02-08 08:30:00+00,2023,2,Wednesday,8,,W BROADWAY,42.341287504390436,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
232010286,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,C11, ,0,2023-02-08 08:30:00+00,2023,2,Wednesday,8,,NEPONSET AVE,42.292258670862786,-71.050204543865,"(42.292258670862786, -71.050204543865)"
232010290,3301,,VERBAL DISPUTE,B2, ,0,2023-02-08 08:38:00+00,2023,2,Wednesday,8,,HUCKINS ST,42.32368851824911,-71.07519735159461,"(42.32368851824911, -71.07519735159461)"
232010294,801,,ASSAULT - SIMPLE,B2, ,0,2023-02-08 08:41:00+00,2023,2,Wednesday,8,,DANUBE ST,42.31743922401911,-71.07547844864659,"(42.31743922401911, -71.07547844864659)"
232010700,801,,ASSAULT - SIMPLE,C6,200,0,2023-02-08 08:45:00+00,2023,2,Wednesday,8,,W BROADWAY,42.341287504390436,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
232010589,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C6,200,0,2023-02-08 09:00:00+00,2023,2,Wednesday,9,,W BROADWAY,42.341287504390436,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
232010303,1831,,SICK ASSIST,A15, ,0,2023-02-08 09:17:00+00,2023,2,Wednesday,9,,BUNKER HILL ST,42.3779786559455,-71.05967756812208,"(42.3779786559455, -71.05967756812208)"
232010634,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,520,0,2023-02-08 10:15:00+00,2023,2,Wednesday,10,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
232010311,3115,,INVESTIGATE PERSON,B2, ,0,2023-02-08 10:28:00+00,2023,2,Wednesday,10,,WASHINGTON ST,42.30649282980647,-71.08180676829282,"(42.30649282980647, -71.08180676829282)"
232010317,1831,,SICK ASSIST,A1, ,0,2023-02-08 10:41:00+00,2023,2,Wednesday,10,,"BOYLSTON ST & ARLINGTON ST
BOSTON  MA 02116
UNITED",42.351869957689175,-71.07069005295821,"(42.351869957689175, -71.07069005295821)"
232010306,3115,,INVESTIGATE PERSON,E18, ,0,2023-02-08 09:17:00+00,2023,2,Wednesday,9,,SIERRA RD,42.23727444279808,-71.12624263084322,"(42.23727444279808, -71.12624263084322)"
232010314,3410,,TOWED MOTOR VEHICLE,D4, ,0,2023-02-08 09:42:00+00,2023,2,Wednesday,9,,"HAVILAND ST & HEMENWAY ST
BOSTON  MA 02115
UNITED ",42.346319042323536,-71.0892519586582,"(42.346319042323536, -71.0892519586582)"
232010309,3112,,LANDLORD - TENANT,B3,434,0,2023-02-08 09:45:00+00,2023,2,Wednesday,9,,STANTON ST,42.28411372922307,-71.07938716907263,"(42.28411372922307, -71.07938716907263)"
232010304,1831,,SICK ASSIST,B2,311,0,2023-02-08 09:45:00+00,2023,2,Wednesday,9,,"BLUE HILL AVE & DOVE ST
ROXBURY  MA 02119
UNITED S",42.31552098843267,-71.07834602934595,"(42.31552098843267, -71.07834602934595)"
232010312,423,,ASSAULT - AGGRAVATED,D4, ,0,2023-02-08 10:01:00+00,2023,2,Wednesday,10,,WASHINGTON ST,42.33675015422942,-71.07662787936337,"(42.33675015422942, -71.07662787936337)"
232010313,3106,,PROPERTY - ACCIDENTAL DAMAGE,E18, ,0,2023-02-08 10:07:00+00,2023,2,Wednesday,10,,WILLIAMS AVE,42.24873814849867,-71.11768375474914,"(42.24873814849867, -71.11768375474914)"
232301517,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,614,0,2023-02-08 10:47:00+00,2023,2,Wednesday,10,,"BROOKLINE AVE & LONGWOOD AVE
ROXBURY  MA 02215
UNI",42.33890503557381,-71.10725797807362,"(42.33890503557381, -71.10725797807362)"
232010321,3501,,MISSING PERSON,C11, ,0,2023-02-08 11:00:00+00,2023,2,Wednesday,11,,MORSE ST,42.30422028595805,-71.07840373666716,"(42.30422028595805, -71.07840373666716)"
232011092,619,,LARCENY ALL OTHERS,E5,691,0,2023-02-08 11:00:00+00,2023,2,Wednesday,11,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
232010319,619,,LARCENY ALL OTHERS,B2,282,0,2023-02-08 11:00:00+00,2023,2,Wednesday,11,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232010322,1831,,SICK ASSIST,C11,436,0,2023-02-08 11:00:00+00,2023,2,Wednesday,11,,WASHINGTON ST,42.28962238473601,-71.07141942540562,"(42.28962238473601, -71.07141942540562)"
232010323,1402,,VANDALISM,A7,25,0,2023-02-08 11:20:00+00,2023,2,Wednesday,11,,MERIDIAN ST,42.381671906098425,-71.03928396771633,"(42.381671906098425, -71.03928396771633)"
232010328,1831,,SICK ASSIST,B2, ,0,2023-02-08 11:20:00+00,2023,2,Wednesday,11,,ANNUNCIATION RD,42.335062177633304,-71.0931678123782,"(42.335062177633304, -71.0931678123782)"
232010333,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,175,0,2023-02-08 11:30:00+00,2023,2,Wednesday,11,,"ATKINSON ST & SOUTHAMPTON ST
ROXBURY  MA 02118
UNI",42.33189795778704,-71.06908204191207,"(42.33189795778704, -71.06908204191207)"
232010343,2660,,OTHER OFFENSE,D14,779,0,2023-02-08 11:42:00+00,2023,2,Wednesday,11,,DUSTIN ST,42.35160841633627,-71.14602579743284,"(42.35160841633627, -71.14602579743284)"
232010326,2610,,TRESPASSING,A1, ,0,2023-02-08 11:44:00+00,2023,2,Wednesday,11,,STATE ST,42.358977590363246,-71.05702370656526,"(42.358977590363246, -71.05702370656526)"
232010327,3801,,M/V ACCIDENT - OTHER,D14, ,0,2023-02-08 11:59:00+00,2023,2,Wednesday,11,,BRIGHTON AVE,42.35329785070248,-71.1340502835668,"(42.35329785070248, -71.1340502835668)"
232010341,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2023-02-08 12:00:00+00,2023,2,Wednesday,12,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232014790,1102,,FRAUD - FALSE PRETENSE / SCHEME,E5,691,0,2023-02-08 12:00:00+00,2023,2,Wednesday,12,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
232010325,3114,,INVESTIGATE PROPERTY,A1, ,0,2023-02-08 12:00:00+00,2023,2,Wednesday,12,,LEGENDS WAY,42.36643546331782,-71.06135412537031,"(42.36643546331782, -71.06135412537031)"
232010387,3115,,INVESTIGATE PERSON,E5,691,0,2023-02-08 12:00:00+00,2023,2,Wednesday,12,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
232010488,3114,,INVESTIGATE PROPERTY,A1,77,0,2023-02-08 12:00:00+00,2023,2,Wednesday,12,,SUDBURY ST,,,
232011327,2662,,BALLISTICS EVIDENCE/FOUND,E18, ,0,2023-02-08 12:00:00+00,2023,2,Wednesday,12,,DANA AVE,42.24725578297534,-71.11958581003745,"(42.24725578297534, -71.11958581003745)"
232010336,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E13,307,0,2023-02-08 12:01:00+00,2023,2,Wednesday,12,,"WALNUT PARK & WASHINGTON ST
ROXBURY  MA 02119
UNIT",42.31640298154325,-71.09770199430393,"(42.31640298154325, -71.09770199430393)"
232010337,900,,ARSON,D14,771,0,2023-02-08 12:13:00+00,2023,2,Wednesday,12,,WASHINGTON ST,42.3490697005346,-71.15679124969418,"(42.3490697005346, -71.15679124969418)"
232010330,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2023-02-08 12:15:00+00,2023,2,Wednesday,12,,MASSACHUSETTS AVE,42.33285585021935,-71.07262417838369,"(42.33285585021935, -71.07262417838369)"
232010329,1106,,FRAUD - CREDIT CARD / ATM FRAUD,C11, ,0,2023-02-08 12:19:00+00,2023,2,Wednesday,12,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232010372,3115,,INVESTIGATE PERSON,E13, ,0,2023-02-08 12:19:00+00,2023,2,Wednesday,12,,BICKFORD ST,42.32483301260949,-71.10164757231014,"(42.32483301260949, -71.10164757231014)"
232010346,3114,,INVESTIGATE PROPERTY,B2,604,0,2023-02-08 12:30:00+00,2023,2,Wednesday,12,,CALUMET ST,42.33219864120002,-71.1051800412914,"(42.33219864120002, -71.1051800412914)"
232010351,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B3, ,0,2023-02-08 12:30:00+00,2023,2,Wednesday,12,,GLEASON ST,42.29755695123682,-71.08182045152591,"(42.29755695123682, -71.08182045152591)"
232010360,3114,,INVESTIGATE PROPERTY,B2, ,0,2023-02-08 12:37:00+00,2023,2,Wednesday,12,,MARCELLA ST,42.32162821265329,-71.09460242868997,"(42.32162821265329, -71.09460242868997)"
232010342,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D14, ,0,2023-02-08 12:41:00+00,2023,2,Wednesday,12,,LAKE ST,42.3467305035719,-71.16186432458923,"(42.3467305035719, -71.16186432458923)"
232010371,1831,,SICK ASSIST,B3,469,0,2023-02-08 13:25:00+00,2023,2,Wednesday,13,,TENNIS RD,42.27615691256162,-71.0955030303829,"(42.27615691256162, -71.0955030303829)"
232010423,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,175,0,2023-02-08 13:25:00+00,2023,2,Wednesday,13,,SOUTHAMPTON ST,42.332108429494895,-71.07014394813551,"(42.332108429494895, -71.07014394813551)"
232010347,540,,BURGLARY - COMMERICAL,A7, ,0,2023-02-08 12:46:00+00,2023,2,Wednesday,12,,MERIDIAN ST,42.376735083724,-71.0391411902376,"(42.376735083724, -71.0391411902376)"
232010363,3001,,DEATH INVESTIGATION,C11, ,0,2023-02-08 12:48:00+00,2023,2,Wednesday,12,,CENTRE AVE,42.29272948137344,-71.06321699612916,"(42.29272948137344, -71.06321699612916)"
232010898,3006,,SICK/INJURED/MEDICAL - PERSON,E5, ,0,2023-02-08 13:07:00+00,2023,2,Wednesday,13,,CROSSTOWN AVE,42.26217064153679,-71.16422607273213,"(42.26217064153679, -71.16422607273213)"
232010357,1831,,SICK ASSIST,B2, ,0,2023-02-08 13:12:00+00,2023,2,Wednesday,13,,BROOKLINE AVE,42.33748962485293,-71.10880593247535,"(42.33748962485293, -71.10880593247535)"
232010376,1831,,SICK ASSIST,B2, ,0,2023-02-08 13:22:00+00,2023,2,Wednesday,13,,WARREN ST,42.31200868615609,-71.08295425204817,"(42.31200868615609, -71.08295425204817)"
232010345,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C11,355,0,2023-02-08 13:26:00+00,2023,2,Wednesday,13,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232010349,619,,LARCENY ALL OTHERS,A15,41,0,2023-02-08 13:34:00+00,2023,2,Wednesday,13,,VINE STREET,,,
232010385,3410,,TOWED MOTOR VEHICLE,B3,458,0,2023-02-08 13:36:00+00,2023,2,Wednesday,13,,MICHIGAN AVE,42.30250605365451,-71.08329400039415,"(42.30250605365451, -71.08329400039415)"
232010370,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2, ,0,2023-02-08 13:39:00+00,2023,2,Wednesday,13,,WASHINGTON ST,42.33139658557952,-71.08232496186687,"(42.33139658557952, -71.08232496186687)"
232010368,3114,,INVESTIGATE PROPERTY,C11,389,0,2023-02-08 13:55:00+00,2023,2,Wednesday,13,,GALLIVAN BLVD,42.28158632433222,-71.06033424166118,"(42.28158632433222, -71.06033424166118)"
232010383,3108,,FIRE REPORT,B3, ,0,2023-02-08 13:57:00+00,2023,2,Wednesday,13,,"CUMMINS HWY & OAKLAND CT
MATTAPAN  MA 02126
UNITED",42.26767799039689,-71.09435899203243,"(42.26767799039689, -71.09435899203243)"
232010390,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D14, ,0,2023-02-08 14:00:00+00,2023,2,Wednesday,14,,COMMONWEALTH AVE,42.350885603607914,-71.11477924432857,"(42.350885603607914, -71.11477924432857)"
232010375,613,,LARCENY SHOPLIFTING,A1, ,0,2023-02-08 14:05:00+00,2023,2,Wednesday,14,,WASHINGTON ST,42.35591934853282,-71.06000538982026,"(42.35591934853282, -71.06000538982026)"
232010366,613,,LARCENY SHOPLIFTING,A1, ,0,2023-02-08 14:06:00+00,2023,2,Wednesday,14,,NORTH ST,42.36045095498606,-71.05644018242528,"(42.36045095498606, -71.05644018242528)"
232010367,613,,LARCENY SHOPLIFTING,A1, ,0,2023-02-08 14:06:00+00,2023,2,Wednesday,14,,NORTH ST,42.36045095498606,-71.05644018242528,"(42.36045095498606, -71.05644018242528)"
232010364,1001,,FORGERY / COUNTERFEITING,D4, ,0,2023-02-08 14:07:00+00,2023,2,Wednesday,14,,WASHINGTON ST,42.34175462284514,-71.06854769668898,"(42.34175462284514, -71.06854769668898)"
232011041,801,,ASSAULT - SIMPLE,C11,355,0,2023-02-08 14:07:00+00,2023,2,Wednesday,14,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232010394,3115,,INVESTIGATE PERSON,E5, ,0,2023-02-08 14:10:00+00,2023,2,Wednesday,14,,VFW PKWY,42.28059504625117,-71.17091524033172,"(42.28059504625117, -71.17091524033172)"
232010379,801,,ASSAULT - SIMPLE,D4,149,0,2023-02-08 14:14:00+00,2023,2,Wednesday,14,,W CANTON ST,42.345433265979366,-71.0773949782348,"(42.345433265979366, -71.0773949782348)"
232010388,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,271,0,2023-02-08 14:14:00+00,2023,2,Wednesday,14,,"HARRISON AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.334909956083834,-71.07517004893332,"(42.334909956083834, -71.07517004893332)"
232010516,3502,,MISSING PERSON - LOCATED,B3,446,0,2023-02-08 14:30:00+00,2023,2,Wednesday,14,,ATHELWOLD ST,42.29603943268038,-71.0771702275424,"(42.29603943268038, -71.0771702275424)"
232010386,1831,,SICK ASSIST,A7, ,0,2023-02-08 14:35:00+00,2023,2,Wednesday,14,,TRENTON ST,42.37968455741646,-71.03428645225102,"(42.37968455741646, -71.03428645225102)"
232010374,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2023-02-08 14:36:00+00,2023,2,Wednesday,14,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232010382,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6, ,0,2023-02-08 14:43:00+00,2023,2,Wednesday,14,,D ST,42.344541053977196,-71.04416497102423,"(42.344541053977196, -71.04416497102423)"
232010395,1831,,SICK ASSIST,B2,312,0,2023-02-08 14:45:00+00,2023,2,Wednesday,14,,HOLWORTHY ST,42.316321305820594,-71.08923049704752,"(42.316321305820594, -71.08923049704752)"
232010380,540,,BURGLARY - COMMERICAL,B2, ,0,2023-02-08 14:47:00+00,2023,2,Wednesday,14,,BARTLETT ST,42.32891062569383,-71.0894934277187,"(42.32891062569383, -71.0894934277187)"
232010402,1831,,SICK ASSIST,C11, ,0,2023-02-08 14:53:00+00,2023,2,Wednesday,14,,HAMILTON ST,42.306586549100324,-71.06747888902795,"(42.306586549100324, -71.06747888902795)"
232011154,724,,AUTO THEFT,E18,495,0,2023-02-08 15:00:00+00,2023,2,Wednesday,15,,HYDE PARK AVE,42.264964747790536,-71.12123167253931,"(42.264964747790536, -71.12123167253931)"
232010463,3201,,PROPERTY - LOST/ MISSING,B2,326,0,2023-02-08 15:00:00+00,2023,2,Wednesday,15,,INTERVALE ST,42.311418643425846,-71.0796475986592,"(42.311418643425846, -71.0796475986592)"
232010759,3201,,PROPERTY - LOST/ MISSING,B2, ,0,2023-02-08 15:07:00+00,2023,2,Wednesday,15,,ELMORE ST,42.319523515149875,-71.09056323247084,"(42.319523515149875, -71.09056323247084)"
232010431,3502,,MISSING PERSON - LOCATED,D4, ,0,2023-02-08 15:17:00+00,2023,2,Wednesday,15,,ALBANY ST,42.334288406594155,-71.07239517543796,"(42.334288406594155, -71.07239517543796)"
232010401,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E13, ,0,2023-02-08 15:25:00+00,2023,2,Wednesday,15,,SOUTH ST,42.305129494052196,-71.11461873150984,"(42.305129494052196, -71.11461873150984)"
232010664,801,,ASSAULT - SIMPLE,B3,465,0,2023-02-08 15:30:00+00,2023,2,Wednesday,15,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
232010585,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2023-02-08 15:35:00+00,2023,2,Wednesday,15,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232010400,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2023-02-08 15:50:00+00,2023,2,Wednesday,15,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232010631,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2023-02-08 16:00:00+00,2023,2,Wednesday,16,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232010398,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2, ,0,2023-02-08 15:35:00+00,2023,2,Wednesday,15,,"WASHINGTON ST & WARREN ST
ROXBURY  MA 02119
UNITED",42.330840019108415,-71.08297105438287,"(42.330840019108415, -71.08297105438287)"
232010417,801,,ASSAULT - SIMPLE,E18, ,0,2023-02-08 15:39:00+00,2023,2,Wednesday,15,,METROPOLITAN AVE,42.26511444868381,-71.11805742964121,"(42.26511444868381, -71.11805742964121)"
232010434,1831,,SICK ASSIST,D4, ,0,2023-02-08 15:44:00+00,2023,2,Wednesday,15,,COMMONWEALTH AVE,42.34880461103738,-71.09392553638644,"(42.34880461103738, -71.09392553638644)"
232010406,3803,,M/V ACCIDENT - PERSONAL INJURY,B3, ,0,2023-02-08 15:47:00+00,2023,2,Wednesday,15,,BLUE HILL AVE,42.302388805942876,-71.08539388215601,"(42.302388805942876, -71.08539388215601)"
232010472,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2023-02-08 18:50:00+00,2023,2,Wednesday,18,,"WINTER ST & TREMONT ST
BOSTON  MA 02111
UNITED STA",42.35624901546548,-71.06227102011543,"(42.35624901546548, -71.06227102011543)"
232010482,3115,,INVESTIGATE PERSON,B2, ,0,2023-02-08 19:21:00+00,2023,2,Wednesday,19,,WEAVER WAY,42.321406106155784,-71.09596828807624,"(42.321406106155784, -71.09596828807624)"
232010490,619,,LARCENY ALL OTHERS,A1,61,0,2023-02-08 19:36:00+00,2023,2,Wednesday,19,,LEGENDS WAY,42.36643546331782,-71.06135412537031,"(42.36643546331782, -71.06135412537031)"
232010498,1831,,SICK ASSIST,B3,456,0,2023-02-08 19:53:00+00,2023,2,Wednesday,19,,FOWLER ST,42.300859310869264,-71.08128807752925,"(42.300859310869264, -71.08128807752925)"
232010497,3502,,MISSING PERSON - LOCATED,E5, ,0,2023-02-08 19:55:00+00,2023,2,Wednesday,19,,BEECHLAND CIR,42.276248137737966,-71.13646837469076,"(42.276248137737966, -71.13646837469076)"
232010494,1831,,SICK ASSIST,A7, ,0,2023-02-08 19:59:00+00,2023,2,Wednesday,19,,BORDER ST,42.373827551621346,-71.04052458543525,"(42.373827551621346, -71.04052458543525)"
232010651,2647,,THREATS TO DO BODILY HARM,A7,16,0,2023-02-08 20:00:00+00,2023,2,Wednesday,20,,EAST EAGLE STREET,,,
232010487,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2023-02-08 20:00:00+00,2023,2,Wednesday,20,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232010953,3502,,MISSING PERSON - LOCATED,C11,355,0,2023-02-08 20:00:00+00,2023,2,Wednesday,20,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232010845,3106,,PROPERTY - ACCIDENTAL DAMAGE,D4,167,0,2023-02-08 20:00:00+00,2023,2,Wednesday,20,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
